primer_species,well_dir,ds_rate,tcrb_amp_factor,tcrg_amp_factor
VA-01,1_0063_1X_0p7X__WD334,10,1.26051,1.07866
VA-01,1_0063_2X_0p5X__JS031,10,0.72252,1.25144
VA-01,1_0063_2X_0p5X__JS039,10,9.5017,1.04255
VA-01,1_0063_2X_0p5X__JS047,10,0.79559,0.5104
VA-01,1_0063_2X_0p7X__WD319,10,0.69403,0.5883
VA-01,1_0063_2X_0p7X__WD327,10,0.50031,0.59295
VA-01,1_0063_2X_0p7X__WD335,10,0.69094,1.23836
VA-01,1_0063_3X_0p5X__JS032,10,1.29264,1.45742
VA-01,1_0063_3X_0p5X__JS040,10,1.28717,0.7689
VA-01,1_0063_3X_0p5X__JS048,10,0.97878,21.08825
VA-01,1_0063_3X_0p7X__WD320,10,1.00118,0.62399
VA-01,1_0063_3X_0p7X__WD328,10,0.84993,0.77787
VA-01,1_0063_3X_0p7X__WD336,10,0.84532,0.72144
VA-01,1_0125_0X_0p5X__JS005,10,0.87036,0.51905
VA-01,1_0125_0X_0p5X__JS013,10,1.13201,1.16373
VA-01,1_0125_0X_0p5X__JS021,10,0.76803,1.51572
VA-01,1_0125_0X_0p7X__WD293,10,1.22619,0.54004
VA-01,1_0125_0X_0p7X__WD301,10,0.89716,0.99568
VA-01,1_0125_0X_0p7X__WD309,10,0.9506,1.01948
VA-01,1_0125_1X_0p5X__JS006,10,0.90822,0.60045
VA-01,1_0125_1X_0p5X__JS014,10,1.18087,1.71763
VA-01,1_0125_1X_0p5X__JS022,10,1.38316,2.18578
VA-01,1_0125_1X_0p7X__WD294,10,0.78648,0.85519
VA-01,1_0125_1X_0p7X__WD302,10,0.65048,0.6035
VA-01,1_0125_1X_0p7X__WD310,10,0.55624,0.46636
VA-01,1_0125_2X_0p5X__JS007,10,0.9334,1.93994
VA-01,1_0125_2X_0p5X__JS015,10,1.56573,0.99325
VA-01,1_0125_2X_0p5X__JS023,10,0.91989,0.51879
VA-01,1_0125_2X_0p7X__WD295,10,0.92036,1.06526
VA-01,1_0125_2X_0p7X__WD303,10,1.33365,0.58774
VA-01,1_0125_2X_0p7X__WD311,10,1.36842,1.5362
VA-01,1_0125_3X_0p5X__JS008,10,0.82449,0.60047
VA-01,1_0125_3X_0p5X__JS016,10,0.98417,0.6653
VA-01,1_0125_3X_0p5X__JS024,10,1.18575,0.7012
VA-01,1_0125_3X_0p7X__WD296,10,0.80891,0.84972
VA-01,1_0125_3X_0p7X__WD304,10,1.15056,0.80566
VA-01,1_0125_3X_0p7X__WD312,10,1.25905,0.96542
VA-01,1_0250_0X_0p5X__JS049,10,0.66714,17.59611
VA-01,1_0250_0X_0p5X__JS057,10,1.19003,0.58199
VA-01,1_0250_0X_0p5X__JS065,10,1.51557,1.12261
VA-01,1_0250_0X_0p7X__WD337,10,1.21558,0.73805
VA-01,1_0250_0X_0p7X__WD345,10,0.93731,0.89714
VA-01,1_0250_0X_0p7X__WD353,10,0.64616,1.05766
VA-01,1_0250_1X_0p5X__JS050,10,1.17977,19.58879
VA-01,1_0250_1X_0p5X__JS058,10,1.02086,0.45527
VA-01,1_0250_1X_0p5X__JS066,10,1.244,0.61335
VA-01,1_0250_1X_0p7X__WD338,10,0.93051,0.69398
VA-01,1_0250_1X_0p7X__WD346,10,0.89301,0.46099
VA-01,1_0250_1X_0p7X__WD354,10,1.08401,0.75032
VA-01,1_0250_2X_0p5X__JS051,10,0.89617,0.5283
VA-01,1_0250_2X_0p5X__JS059,10,1.12591,0.56037
VA-01,1_0250_2X_0p5X__JS067,10,3.41815,0.79003
VA-01,1_0250_2X_0p7X__WD339,10,1.14519,17.3906
VA-01,1_0250_2X_0p7X__WD347,10,0.88534,0.82028
VA-01,1_0250_2X_0p7X__WD355,10,0.86005,0.92579
VA-01,1_0250_3X_0p5X__JS052,10,0.74643,0.65864
VA-01,1_0250_3X_0p5X__JS060,10,0.92974,0.90614
VA-01,1_0250_3X_0p5X__JS068,10,0.76641,1.53291
VA-01,1_0250_3X_0p7X__WD340,10,0.65591,0.59989
VA-01,1_0250_3X_0p7X__WD348,10,0.72868,1.29538
VA-01,1_0250_3X_0p7X__WD356,10,1.25993,0.56936
VA-01,1_0500_0X_0p5X__JS025,10,1.49289,1.17961
VA-01,1_0500_0X_0p5X__JS033,10,1.78359,18.30613
VA-01,1_0500_0X_0p5X__JS041,10,1.03557,1.53714
VA-01,1_0500_0X_0p7X__WD313,10,1.71807,0.73717
VA-01,1_0500_0X_0p7X__WD321,10,0.77621,1.53847
VA-01,1_0500_0X_0p7X__WD329,10,0.80542,0.9376
VA-01,1_0500_1X_0p5X__JS026,10,0.84311,0.88369
VA-01,1_0500_1X_0p5X__JS034,10,0.91285,20.72485
VA-01,1_0500_1X_0p5X__JS042,10,1.18499,0.53106
VA-01,1_0500_1X_0p7X__WD314,10,1.02806,0.61518
VA-01,1_0500_1X_0p7X__WD322,10,1.04967,0.64113
VA-01,1_0500_1X_0p7X__WD330,10,0.90208,1.1364
VA-01,1_0500_2X_0p5X__JS027,10,2.03832,0.61958
VA-01,1_0500_2X_0p5X__JS035,10,0.83889,0.39851
VA-01,1_0500_2X_0p5X__JS043,10,1.20236,0.95988
VA-01,1_0500_2X_0p7X__WD315,10,1.08613,1.77605
VA-01,1_0500_2X_0p7X__WD323,10,2.00817,0.65686
VA-01,1_0500_2X_0p7X__WD331,10,1.32057,0.55426
VA-01,1_0500_3X_0p5X__JS028,10,0.58002,1.31904
VA-01,1_0500_3X_0p5X__JS036,10,0.82877,0.80387
VA-01,1_0500_3X_0p5X__JS044,10,1.14486,0.70199
VA-01,1_0500_3X_0p7X__WD316,10,0.96932,1.41874
VA-01,1_0500_3X_0p7X__WD324,10,0.67517,0.8894
VA-01,1_0500_3X_0p7X__WD332,10,0.67182,0.62159
VA-01,1_2000_0X_0p5X__JS001,10,1.38143,0.99381
VA-01,1_2000_0X_0p5X__JS009,10,1.27521,0.79667
VA-01,1_2000_0X_0p5X__JS017,10,1.0189,0.73015
VA-01,1_2000_0X_0p7X__WD289,10,1.16066,16.03838
VA-01,1_2000_0X_0p7X__WD297,10,1.18257,0.49398
VA-01,1_2000_0X_0p7X__WD305,10,0.73944,0.83841
VA-01,1_2000_1X_0p5X__JS002,10,1.01282,0.64728
VA-01,1_2000_1X_0p5X__JS010,10,0.65687,0.63192
VA-01,1_2000_1X_0p5X__JS018,10,1.44986,0.6743
VA-01,1_2000_1X_0p7X__WD290,10,0.86522,0.83379
VA-01,1_2000_1X_0p7X__WD298,10,2.02529,0.73656
VA-01,1_2000_1X_0p7X__WD306,10,1.27193,0.63031
VA-01,1_2000_2X_0p5X__JS003,10,1.16867,0.58602
VA-01,1_2000_2X_0p5X__JS011,10,0.94541,0.40299
VA-01,1_2000_2X_0p5X__JS019,10,0.81496,0.70357
VA-01,1_2000_2X_0p7X__WD291,10,0.78525,0.75014
VA-01,1_2000_2X_0p7X__WD299,10,1.49507,1.11056
VA-01,1_2000_2X_0p7X__WD307,10,0.71647,0.95837
VA-01,1_2000_3X_0p5X__JS004,10,0.81631,1.26894
VA-01,1_2000_3X_0p5X__JS012,10,1.19172,0.56135
VA-01,1_2000_3X_0p5X__JS020,10,0.81487,0.80908
VA-01,1_2000_3X_0p7X__WD292,10,1.11677,0.77636
VA-01,1_2000_3X_0p7X__WD300,10,0.96747,1.51859
VA-01,1_2000_3X_0p7X__WD308,10,1.53426,0.6591
VB,1_0063_0X_0p5X__JS029,10,0.83685,0.89106
VB,1_0063_0X_0p5X__JS037,10,1.13497,1.21329
VB,1_0063_0X_0p5X__JS045,10,0.85407,1.11647
VB,1_0063_0X_0p7X__WD317,10,0.78371,0.72318
VB,1_0063_0X_0p7X__WD325,10,0.76834,0.8883
VB,1_0063_0X_0p7X__WD333,10,0.87714,0.82643
VB,1_0063_1X_0p5X__JS030,10,0.93578,1.10322
VB,1_0063_1X_0p5X__JS038,10,0.84535,0.73176
VB,1_0063_1X_0p5X__JS046,10,0.84124,0.87722
VB,1_0063_1X_0p7X__WD318,10,0.93942,0.89301
VB,1_0063_1X_0p7X__WD326,10,1.04441,1.082
VB,1_0063_1X_0p7X__WD334,10,0.653,0.96254
VB,1_0063_2X_0p5X__JS031,10,0.99989,0.84985
VB,1_0063_2X_0p5X__JS039,10,0.67526,1.16717
VB,1_0063_2X_0p5X__JS047,10,0.98841,0.98341
VB,1_0063_2X_0p7X__WD319,10,0.80018,0.97615
VB,1_0063_2X_0p7X__WD327,10,0.99943,0.84933
VB,1_0063_2X_0p7X__WD335,10,0.76668,0.90987
VB,1_0063_3X_0p5X__JS032,10,0.86465,0.98904
VB,1_0063_3X_0p5X__JS040,10,1.17096,1.38135
VB,1_0063_3X_0p5X__JS048,10,0.9699,0.8993
VB,1_0063_3X_0p7X__WD320,10,0.72308,0.84312
VB,1_0063_3X_0p7X__WD328,10,0.60672,0.83256
VB,1_0063_3X_0p7X__WD336,10,0.62661,0.75546
VB,1_0125_0X_0p5X__JS005,10,1.01311,0.88501
VB,1_0125_0X_0p5X__JS013,10,1.60038,0.96036
VB,1_0125_0X_0p5X__JS021,10,0.6803,0.79345
VB,1_0125_0X_0p7X__WD293,10,0.67761,1.07508
VB,1_0125_0X_0p7X__WD301,10,0.77511,1.00632
VB,1_0125_0X_0p7X__WD309,10,1.03186,0.94826
VB,1_0125_1X_0p5X__JS006,10,0.5958,1.66216
VB,1_0125_1X_0p5X__JS014,10,0.68119,0.70087
VB,1_0125_1X_0p5X__JS022,10,1.34647,0.92928
VB,1_0125_1X_0p7X__WD294,10,0.92119,1.08845
VB,1_0125_1X_0p7X__WD302,10,1.28227,0.80783
VB,1_0125_1X_0p7X__WD310,10,0.455,0.77258
VB,1_0125_2X_0p5X__JS007,10,0.93685,0.92371
VB,1_0125_2X_0p5X__JS015,10,0.56282,0.89011
VB,1_0125_2X_0p5X__JS023,10,1.50769,0.91156
VB,1_0125_2X_0p7X__WD295,10,0.58892,0.78795
VB,1_0125_2X_0p7X__WD303,10,0.94623,1.18838
VB,1_0125_2X_0p7X__WD311,10,0.74526,0.96723
VB,1_0125_3X_0p5X__JS008,10,0.9041,1.26059
VB,1_0125_3X_0p5X__JS016,10,1.04373,0.90467
VB,1_0125_3X_0p5X__JS024,10,0.84903,0.79989
VB,1_0125_3X_0p7X__WD296,10,1.25928,0.86603
VB,1_0125_3X_0p7X__WD304,10,1.05442,0.98444
VB,1_0125_3X_0p7X__WD312,10,0.8289,1.10287
VB,1_0250_0X_0p5X__JS049,10,0.72573,0.90264
VB,1_0250_0X_0p5X__JS057,10,0.79633,0.92168
VB,1_0250_0X_0p5X__JS065,10,0.7575,1.52462
VB,1_0250_0X_0p7X__WD337,10,0.7749,0.8706
VB,1_0250_0X_0p7X__WD345,10,0.91627,0.79531
VB,1_0250_0X_0p7X__WD353,10,0.96305,0.94574
VB,1_0250_1X_0p5X__JS050,10,1.25089,0.92133
VB,1_0250_1X_0p5X__JS058,10,0.57671,0.7549
VB,1_0250_1X_0p5X__JS066,10,0.99482,0.91224
VB,1_0250_1X_0p7X__WD338,10,0.98511,0.73019
VB,1_0250_1X_0p7X__WD346,10,0.73872,1.25395
VB,1_0250_1X_0p7X__WD354,10,0.73674,0.95409
VB,1_0250_2X_0p5X__JS051,10,0.82211,0.77726
VB,1_0250_2X_0p5X__JS059,10,1.18031,1.19786
VB,1_0250_2X_0p5X__JS067,10,0.86383,1.17258
VB,1_0250_2X_0p7X__WD339,10,0.81134,0.77579
VB,1_0250_2X_0p7X__WD347,10,1.13535,1.02257
VB,1_0250_2X_0p7X__WD355,10,0.84401,1.00489
VB,1_0250_3X_0p5X__JS052,10,0.7067,0.77522
VB,1_0250_3X_0p5X__JS060,10,0.75454,1.06919
VB,1_0250_3X_0p5X__JS068,10,0.9596,0.96279
VB,1_0250_3X_0p7X__WD340,10,0.65409,0.74342
VB,1_0250_3X_0p7X__WD348,10,0.81428,0.79966
VB,1_0250_3X_0p7X__WD356,10,1.2676,0.78588
VB,1_0500_0X_0p5X__JS025,10,1.14152,0.81902
VB,1_0500_0X_0p5X__JS033,10,0.98682,0.8087
VB,1_0500_0X_0p5X__JS041,10,0.56005,0.92925
VB,1_0500_0X_0p7X__WD313,10,0.54811,1.15896
VB,1_0500_0X_0p7X__WD321,10,0.67568,0.86334
VB,1_0500_0X_0p7X__WD329,10,0.65252,1.03341
VB,1_0500_1X_0p5X__JS026,10,0.87277,0.78524
VB,1_0500_1X_0p5X__JS034,10,0.83571,1.57689
VB,1_0500_1X_0p5X__JS042,10,0.86954,0.82428
VB,1_0500_1X_0p7X__WD314,10,0.5614,1.08969
VB,1_0500_1X_0p7X__WD322,10,0.76739,0.91415
VB,1_0500_1X_0p7X__WD330,10,0.79537,0.94512
VB,1_0500_2X_0p5X__JS027,10,0.7832,0.82277
VB,1_0500_2X_0p5X__JS035,10,1.3574,0.69699
VB,1_0500_2X_0p5X__JS043,10,1.2544,1.03005
VB,1_0500_2X_0p7X__WD315,10,0.63652,1.18127
VB,1_0500_2X_0p7X__WD323,10,0.79711,1.1355
VB,1_0500_2X_0p7X__WD331,10,0.71645,1.04856
VB,1_0500_3X_0p5X__JS028,10,0.77693,0.93545
VB,1_0500_3X_0p5X__JS036,10,0.70287,0.99298
VB,1_0500_3X_0p5X__JS044,10,0.52561,1.22733
VB,1_0500_3X_0p7X__WD316,10,0.97781,1.1702
VB,1_0500_3X_0p7X__WD324,10,0.99027,1.06463
VB,1_0500_3X_0p7X__WD332,10,0.71283,0.68742
VB,1_2000_0X_0p5X__JS001,10,0.75422,1.33746
VB,1_2000_0X_0p5X__JS009,10,0.75634,0.74329
VB,1_2000_0X_0p5X__JS017,10,0.85346,1.01929
VB,1_2000_0X_0p7X__WD289,10,0.6351,1.1297
VB,1_2000_0X_0p7X__WD297,10,0.6306,0.78879
VB,1_2000_0X_0p7X__WD305,10,0.82239,0.9265
VB,1_2000_1X_0p5X__JS002,10,0.74871,0.76468
VB,1_2000_1X_0p5X__JS010,10,0.68447,0.77939
VB,1_2000_1X_0p5X__JS018,10,0.66377,0.72362
VB,1_2000_1X_0p7X__WD290,10,0.83119,1.06733
VB,1_2000_1X_0p7X__WD298,10,1.3901,0.97081
VB,1_2000_1X_0p7X__WD306,10,0.83832,0.94007
VB,1_2000_2X_0p5X__JS003,10,0.66204,0.91191
VB,1_2000_2X_0p5X__JS011,10,0.82346,1.10396
VB,1_2000_2X_0p5X__JS019,10,0.90315,0.886
VB,1_2000_2X_0p7X__WD291,10,0.78036,0.98781
VB,1_2000_2X_0p7X__WD299,10,0.74435,0.97071
VB,1_2000_2X_0p7X__WD307,10,0.87881,0.95003
VB,1_2000_3X_0p5X__JS004,10,0.88476,0.95827
VB,1_2000_3X_0p5X__JS012,10,1.02711,0.91617
VB,1_2000_3X_0p5X__JS020,10,0.63779,1.19556
VB,1_2000_3X_0p7X__WD292,10,1.46047,0.9017
VB,1_2000_3X_0p7X__WD300,10,0.6734,0.76308
VB,1_2000_3X_0p7X__WD308,10,0.63384,0.76629
VB-01,1_0063_0X_0p5X__JS029,10,0.83685,0.89106
VB-01,1_0063_0X_0p5X__JS037,10,1.13497,1.21329
VB-01,1_0063_0X_0p5X__JS045,10,0.85407,1.11647
VB-01,1_0063_0X_0p7X__WD317,10,0.78371,0.72318
VB-01,1_0063_0X_0p7X__WD325,10,0.76834,0.8883
VB-01,1_0063_0X_0p7X__WD333,10,0.87714,0.82643
VB-01,1_0063_1X_0p5X__JS030,10,0.93578,1.10322
VB-01,1_0063_1X_0p5X__JS038,10,0.84535,0.73176
VB-01,1_0063_1X_0p5X__JS046,10,0.84124,0.87722
VB-01,1_0063_1X_0p7X__WD318,10,0.93942,0.89301
VB-01,1_0063_1X_0p7X__WD326,10,1.04441,1.082
VB-01,1_0063_1X_0p7X__WD334,10,0.653,0.96254
VB-01,1_0063_2X_0p5X__JS031,10,0.99989,0.84985
VB-01,1_0063_2X_0p5X__JS039,10,0.67526,1.16717
VB-01,1_0063_2X_0p5X__JS047,10,0.98841,0.98341
VB-01,1_0063_2X_0p7X__WD319,10,0.80018,0.97615
VB-01,1_0063_2X_0p7X__WD327,10,0.99943,0.84933
VB-01,1_0063_2X_0p7X__WD335,10,0.76668,0.90987
VB-01,1_0063_3X_0p5X__JS032,10,0.86465,0.98904
VB-01,1_0063_3X_0p5X__JS040,10,1.17096,1.38135
VB-01,1_0063_3X_0p5X__JS048,10,0.9699,0.8993
VB-01,1_0063_3X_0p7X__WD320,10,0.72308,0.84312
VB-01,1_0063_3X_0p7X__WD328,10,0.60672,0.83256
VB-01,1_0063_3X_0p7X__WD336,10,0.62661,0.75546
VB-01,1_0125_0X_0p5X__JS005,10,1.01311,0.88501
VB-01,1_0125_0X_0p5X__JS013,10,1.60038,0.96036
VB-01,1_0125_0X_0p5X__JS021,10,0.6803,0.79345
VB-01,1_0125_0X_0p7X__WD293,10,0.67761,1.07508
VB-01,1_0125_0X_0p7X__WD301,10,0.77511,1.00632
VB-01,1_0125_0X_0p7X__WD309,10,1.03186,0.94826
VB-01,1_0125_1X_0p5X__JS006,10,0.5958,1.66216
VB-01,1_0125_1X_0p5X__JS014,10,0.68119,0.70087
VB-01,1_0125_1X_0p5X__JS022,10,1.34647,0.92928
VB-01,1_0125_1X_0p7X__WD294,10,0.92119,1.08845
VB-01,1_0125_1X_0p7X__WD302,10,1.28227,0.80783
VB-01,1_0125_1X_0p7X__WD310,10,0.455,0.77258
VB-01,1_0125_2X_0p5X__JS007,10,0.93685,0.92371
VB-01,1_0125_2X_0p5X__JS015,10,0.56282,0.89011
VB-01,1_0125_2X_0p5X__JS023,10,1.50769,0.91156
VB-01,1_0125_2X_0p7X__WD295,10,0.58892,0.78795
VB-01,1_0125_2X_0p7X__WD303,10,0.94623,1.18838
VB-01,1_0125_2X_0p7X__WD311,10,0.74526,0.96723
VB-01,1_0125_3X_0p5X__JS008,10,0.9041,1.26059
VB-01,1_0125_3X_0p5X__JS016,10,1.04373,0.90467
VB-01,1_0125_3X_0p5X__JS024,10,0.84903,0.79989
VB-01,1_0125_3X_0p7X__WD296,10,1.25928,0.86603
VB-01,1_0125_3X_0p7X__WD304,10,1.05442,0.98444
VB-01,1_0125_3X_0p7X__WD312,10,0.8289,1.10287
VB-01,1_0250_0X_0p5X__JS049,10,0.72573,0.90264
VB-01,1_0250_0X_0p5X__JS057,10,0.79633,0.92168
VB-01,1_0250_0X_0p5X__JS065,10,0.7575,1.52462
VB-01,1_0250_0X_0p7X__WD337,10,0.7749,0.8706
VB-01,1_0250_0X_0p7X__WD345,10,0.91627,0.79531
VB-01,1_0250_0X_0p7X__WD353,10,0.96305,0.94574
VB-01,1_0250_1X_0p5X__JS050,10,1.25089,0.92133
VB-01,1_0250_1X_0p5X__JS058,10,0.57671,0.7549
VB-01,1_0250_1X_0p5X__JS066,10,0.99482,0.91224
VB-01,1_0250_1X_0p7X__WD338,10,0.98511,0.73019
VB-01,1_0250_1X_0p7X__WD346,10,0.73872,1.25395
VB-01,1_0250_1X_0p7X__WD354,10,0.73674,0.95409
VB-01,1_0250_2X_0p5X__JS051,10,0.82211,0.77726
VB-01,1_0250_2X_0p5X__JS059,10,1.18031,1.19786
VB-01,1_0250_2X_0p5X__JS067,10,0.86383,1.17258
VB-01,1_0250_2X_0p7X__WD339,10,0.81134,0.77579
VB-01,1_0250_2X_0p7X__WD347,10,1.13535,1.02257
VB-01,1_0250_2X_0p7X__WD355,10,0.84401,1.00489
VB-01,1_0250_3X_0p5X__JS052,10,0.7067,0.77522
VB-01,1_0250_3X_0p5X__JS060,10,0.75454,1.06919
VB-01,1_0250_3X_0p5X__JS068,10,0.9596,0.96279
VB-01,1_0250_3X_0p7X__WD340,10,0.65409,0.74342
VB-01,1_0250_3X_0p7X__WD348,10,0.81428,0.79966
VB-01,1_0250_3X_0p7X__WD356,10,1.2676,0.78588
VB-01,1_0500_0X_0p5X__JS025,10,1.14152,0.81902
VB-01,1_0500_0X_0p5X__JS033,10,0.98682,0.8087
VB-01,1_0500_0X_0p5X__JS041,10,0.56005,0.92925
VB-01,1_0500_0X_0p7X__WD313,10,0.54811,1.15896
VB-01,1_0500_0X_0p7X__WD321,10,0.67568,0.86334
VB-01,1_0500_0X_0p7X__WD329,10,0.65252,1.03341
VB-01,1_0500_1X_0p5X__JS026,10,0.87277,0.78524
VB-01,1_0500_1X_0p5X__JS034,10,0.83571,1.57689
VB-01,1_0500_1X_0p5X__JS042,10,0.86954,0.82428
VB-01,1_0500_1X_0p7X__WD314,10,0.5614,1.08969
VB-01,1_0500_1X_0p7X__WD322,10,0.76739,0.91415
VB-01,1_0500_1X_0p7X__WD330,10,0.79537,0.94512
VB-01,1_0500_2X_0p5X__JS027,10,0.7832,0.82277
VB-01,1_0500_2X_0p5X__JS035,10,1.3574,0.69699
VB-01,1_0500_2X_0p5X__JS043,10,1.2544,1.03005
VB-01,1_0500_2X_0p7X__WD315,10,0.63652,1.18127
VB-01,1_0500_2X_0p7X__WD323,10,0.79711,1.1355
VB-01,1_0500_2X_0p7X__WD331,10,0.71645,1.04856
VB-01,1_0500_3X_0p5X__JS028,10,0.77693,0.93545
VB-01,1_0500_3X_0p5X__JS036,10,0.70287,0.99298
VB-01,1_0500_3X_0p5X__JS044,10,0.52561,1.22733
VB-01,1_0500_3X_0p7X__WD316,10,0.97781,1.1702
VB-01,1_0500_3X_0p7X__WD324,10,0.99027,1.06463
VB-01,1_0500_3X_0p7X__WD332,10,0.71283,0.68742
VB-01,1_2000_0X_0p5X__JS001,10,0.75422,1.33746
VB-01,1_2000_0X_0p5X__JS009,10,0.75634,0.74329
VB-01,1_2000_0X_0p5X__JS017,10,0.85346,1.01929
VB-01,1_2000_0X_0p7X__WD289,10,0.6351,1.1297
VB-01,1_2000_0X_0p7X__WD297,10,0.6306,0.78879
VB-01,1_2000_0X_0p7X__WD305,10,0.82239,0.9265
VB-01,1_2000_1X_0p5X__JS002,10,0.74871,0.76468
VB-01,1_2000_1X_0p5X__JS010,10,0.68447,0.77939
VB-01,1_2000_1X_0p5X__JS018,10,0.66377,0.72362
VB-01,1_2000_1X_0p7X__WD290,10,0.83119,1.06733
VB-01,1_2000_1X_0p7X__WD298,10,1.3901,0.97081
VB-01,1_2000_1X_0p7X__WD306,10,0.83832,0.94007
VB-01,1_2000_2X_0p5X__JS003,10,0.66204,0.91191
VB-01,1_2000_2X_0p5X__JS011,10,0.82346,1.10396
VB-01,1_2000_2X_0p5X__JS019,10,0.90315,0.886
VB-01,1_2000_2X_0p7X__WD291,10,0.78036,0.98781
VB-01,1_2000_2X_0p7X__WD299,10,0.74435,0.97071
VB-01,1_2000_2X_0p7X__WD307,10,0.87881,0.95003
VB-01,1_2000_3X_0p5X__JS004,10,0.88476,0.95827
VB-01,1_2000_3X_0p5X__JS012,10,1.02711,0.91617
VB-01,1_2000_3X_0p5X__JS020,10,0.63779,1.19556
VB-01,1_2000_3X_0p7X__WD292,10,1.46047,0.9017
VB-01,1_2000_3X_0p7X__WD300,10,0.6734,0.76308
VB-01,1_2000_3X_0p7X__WD308,10,0.63384,0.76629
J01,1_0063_0X_0p5X__JS029,25,1.03269,0.88265
J01,1_0063_0X_0p5X__JS037,25,1.05184,0.93697
J01,1_0063_0X_0p5X__JS045,25,1.02754,0.91015
J01,1_0063_0X_0p7X__WD317,25,1.04564,1.01966
J01,1_0063_0X_0p7X__WD325,25,1.01218,1.05225
J01,1_0063_0X_0p7X__WD333,25,0.90941,0.92703
J01,1_0063_1X_0p5X__JS030,25,0.95731,1.14552
J01,1_0063_1X_0p5X__JS038,25,1.02475,1.08109
J01,1_0063_1X_0p5X__JS046,25,0.97272,0.88676
J01,1_0063_1X_0p7X__WD318,25,1.12812,1.1094
J01,1_0063_1X_0p7X__WD326,25,1.0525,0.78509
J01,1_0063_1X_0p7X__WD334,25,1.00688,0.90971
J01,1_0063_2X_0p5X__JS031,25,1.00269,0.93482
J01,1_0063_2X_0p5X__JS039,25,0.92578,0.9752
J01,1_0063_2X_0p5X__JS047,25,1.02638,1.08724
J01,1_0063_2X_0p7X__WD319,25,0.95881,1.07507
J01,1_0063_2X_0p7X__WD327,25,0.97119,1.03963
J01,1_0063_2X_0p7X__WD335,25,1.07294,1.10507
J01,1_0063_3X_0p5X__JS032,25,0.93984,1.16098
J01,1_0063_3X_0p5X__JS040,25,1.03326,0.91485
J01,1_0063_3X_0p5X__JS048,25,1.05768,0.88565
J01,1_0063_3X_0p7X__WD320,25,1.0312,1.00287
J01,1_0063_3X_0p7X__WD328,25,0.98794,1.24798
J01,1_0063_3X_0p7X__WD336,25,1.01248,1.07583
J01,1_0125_0X_0p5X__JS005,25,0.9958,1.24655
J01,1_0125_0X_0p5X__JS013,25,0.97977,0.89432
J01,1_0125_0X_0p5X__JS021,25,1.1122,0.95504
J01,1_0125_0X_0p7X__WD293,25,1.0579,0.95718
J01,1_0125_0X_0p7X__WD301,25,1.0782,1.03046
J01,1_0125_0X_0p7X__WD309,25,0.92529,0.98721
J01,1_0125_1X_0p5X__JS006,25,0.99684,0.81998
J01,1_0125_1X_0p5X__JS014,25,0.94397,0.75333
J01,1_0125_1X_0p5X__JS022,25,0.99306,0.99245
J01,1_0125_1X_0p7X__WD294,25,1.01028,0.8046
J01,1_0125_1X_0p7X__WD302,25,0.97479,1.01522
J01,1_0125_1X_0p7X__WD310,25,1.06746,1.03141
J01,1_0125_2X_0p5X__JS007,25,0.98309,0.94028
J01,1_0125_2X_0p5X__JS015,25,0.976,0.83639
J01,1_0125_2X_0p5X__JS023,25,1.0592,0.93714
J01,1_0125_2X_0p7X__WD295,25,1.0262,0.84195
J01,1_0125_2X_0p7X__WD303,25,0.91532,1.05114
J01,1_0125_2X_0p7X__WD311,25,0.97492,1.20639
J01,1_0125_3X_0p5X__JS008,25,1.01777,1.07335
J01,1_0125_3X_0p5X__JS016,25,1.08641,0.87886
J01,1_0125_3X_0p5X__JS024,25,1.05363,0.91185
J01,1_0125_3X_0p7X__WD296,25,0.95217,0.97782
J01,1_0125_3X_0p7X__WD304,25,0.98205,0.87815
J01,1_0125_3X_0p7X__WD312,25,1.11107,1.12412
J01,1_0250_0X_0p5X__JS049,25,1.00577,1.08093
J01,1_0250_0X_0p5X__JS057,25,1.11116,0.92215
J01,1_0250_0X_0p5X__JS065,25,0.95991,0.89017
J01,1_0250_0X_0p7X__WD337,25,1.01583,1.00454
J01,1_0250_0X_0p7X__WD345,25,1.06854,1.19618
J01,1_0250_0X_0p7X__WD353,25,0.99119,1.06163
J01,1_0250_1X_0p5X__JS050,25,0.97255,0.88056
J01,1_0250_1X_0p5X__JS058,25,1.01264,1.00259
J01,1_0250_1X_0p5X__JS066,25,0.996,1.1883
J01,1_0250_1X_0p7X__WD338,25,0.9941,1.06296
J01,1_0250_1X_0p7X__WD346,25,1.03338,1.08
J01,1_0250_1X_0p7X__WD354,25,1.0224,1.08283
J01,1_0250_2X_0p5X__JS051,25,1.13962,0.95749
J01,1_0250_2X_0p5X__JS059,25,1.0058,0.88949
J01,1_0250_2X_0p5X__JS067,25,0.93285,1.03769
J01,1_0250_2X_0p7X__WD339,25,0.96699,0.91092
J01,1_0250_2X_0p7X__WD347,25,0.99968,1.12041
J01,1_0250_2X_0p7X__WD355,25,1.01842,0.9593
J01,1_0250_3X_0p5X__JS052,25,0.9464,0.85623
J01,1_0250_3X_0p5X__JS060,25,1.00861,0.93872
J01,1_0250_3X_0p5X__JS068,25,0.95418,0.86131
J01,1_0250_3X_0p7X__WD340,25,1.03521,0.83309
J01,1_0250_3X_0p7X__WD348,25,1.01476,0.95479
J01,1_0250_3X_0p7X__WD356,25,1.0714,1.10808
J01,1_0500_0X_0p5X__JS025,25,1.02183,0.78774
